Order_ID,Order_Date,Customer_Name,Email,Phone,State,City,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Email_Missing,Qty_Missing,Is_Returned_Stock,Qty_Invalid,Discount_Missing,Phone_Missing,Phone_Valid,Unit_Price_Missing,Delivery_Date_Missing,Sales,Discount_Amount,Net_Amount,Year,Month,Month_Name,Weekday,Delivery_Days
ORD1938,2025-06-11,Zoya George,zoyageorge@gmail.com,9687071225,Punjab,Ludhiana,Lamp,Home,5.0,799.0,20.0,COD,Cancelled,2025-06-20,False,False,False,False,False,False,True,False,False,3995.0,799.0,3196.0,2025,6,June,Wednesday,
ORD1939,2025-06-08,Sneha Khanna,snehakhanna@gmail.com,9948565610,Maharashtra,Pune,Kurta,Fashion,2.0,899.0,5.0,COD,Delivered,2025-06-11,False,False,False,False,False,False,True,False,False,1798.0,89.9,1708.1,2025,6,June,Sunday,3.0
ORD1940,2025-01-25,Nandini Sethi,nandinisethi@gmail.com,9898866280,Kerala,Thiruvananthapuram,Puzzle,Toys,1.0,399.0,15.0,Card,Pending,2025-02-06,False,False,False,False,False,False,True,False,False,399.0,59.85,339.15,2025,1,January,Saturday,
ORD1941,2025-09-01,Esha Bhatia,eshabhatia@gmail.com,9242723100,Tamil Nadu,Chennai,Bed Sheet,Home,5.0,999.0,15.0,COD,Delivered,2025-09-06,False,False,False,False,False,False,True,False,True,4995.0,749.25,4245.75,2025,9,September,Monday,5.0
ORD1942,2025-12-08,Chetan Reddy,chetanreddy@gmail.com,9233436130,Rajasthan,Jaipur,Cushion,Home,1.0,399.0,20.0,Net Banking,Pending,2025-12-22,False,False,False,True,False,False,True,False,False,399.0,79.8,319.2,2025,12,December,Monday,
ORD1943,2025-01-27,Trisha Tiwari,trishatiwari@gmail.com,9806016587,Haryana,Faridabad,Lamp,Home,1.0,799.0,0.0,COD,Returned,2025-02-17,False,False,True,False,True,False,True,False,False,799.0,0.0,799.0,2025,1,January,Monday,21.0
ORD1944,2025-10-22,Avani Chauhan,avanichauhan@gmail.com,9928397756,Andhra Pradesh,Vijayawada,Dry Fruits,Grocery,1.0,899.0,10.0,Card,Returned,2025-10-25,False,False,True,True,False,False,True,False,False,899.0,89.9,809.1,2025,10,October,Wednesday,3.0
ORD1945,2025-07-25,Kunal Thomas,kunalthomas@gmail.com,9255891329,Bihar,Patna,Gym Bag,Sports,3.0,999.0,15.0,Net Banking,Cancelled,2025-08-04,False,False,False,False,False,False,True,False,False,2997.0,449.55,2547.45,2025,7,July,Friday,
ORD1946,2025-02-16,Naina Nair,nainanair@gmail.com,9328372475,West Bengal,Durgapur,Sugar,Grocery,3.0,399.0,0.0,Net Banking,Returned,2025-02-26,False,False,True,False,True,False,True,False,False,1197.0,0.0,1197.0,2025,2,February,Sunday,10.0
ORD1947,2025-05-20,Manish Solanki,manishsolanki@gmail.com,9948496137,Karnataka,Bengaluru,Cabinet,Furniture,5.0,7999.0,15.0,Net Banking,Returned,2025-05-25,False,False,True,False,False,False,True,False,True,39995.0,5999.25,33995.75,2025,5,May,Tuesday,5.0
ORD1948,2025-11-18,Aditya Naidu,adityanaidu@gmail.com,9423043222,Rajasthan,Jodhpur,Shampoo,Beauty,5.0,399.0,10.0,Card,Returned,2025-11-26,False,False,True,False,False,False,True,False,False,1995.0,199.5,1795.5,2025,11,November,Tuesday,8.0
ORD1949,2025-10-18,Anjali Namboodiri,anjalinamboodiri@gmail.com,9675425005,Telangana,Warangal,Basketball,Sports,4.0,1299.0,15.0,Card,Returned,2025-11-14,False,False,True,False,False,False,True,False,False,5196.0,779.4,4416.6,2025,10,October,Saturday,27.0
ORD1950,2025-05-19,Esha Suri,eshasuri@gmail.com,9312108380,Gujarat,Surat,Belt,Fashion,4.0,499.0,5.0,UPI,Returned,2025-06-15,False,False,True,False,False,False,True,False,False,1996.0,99.8,1896.2,2025,5,May,Monday,27.0
ORD1951,2025-07-14,Aniket Yadav,aniketyadav@gmail.com,9346453806,Haryana,Faridabad,Coffee,Grocery,4.0,499.0,20.0,Card,Returned,2025-08-01,False,False,True,False,False,False,True,False,False,1996.0,399.2,1596.8,2025,7,July,Monday,18.0
ORD1952,2025-08-09,Soham Sarkar,sohamsarkar@gmail.com,9123590114,West Bengal,Kolkata,T-Shirt,Fashion,1.0,599.0,20.0,Wallet,Pending,2025-08-22,False,False,False,False,False,False,True,True,False,599.0,119.8,479.2,2025,8,August,Saturday,
ORD1953,2025-12-20,Pankaj Chopra,pankajchopra@gmail.com,9180298173,Kerala,Kochi,Hoodie,Fashion,3.0,1499.0,15.0,UPI,Cancelled,2025-12-25,False,False,False,False,False,False,True,False,False,4497.0,674.55,3822.45,2025,12,December,Saturday,
ORD1954,2025-07-16,Vikas Sen,vikassen@gmail.com,9273909515,Haryana,Gurugram,Hoodie,Fashion,5.0,1499.0,15.0,UPI,Cancelled,2025-08-11,False,False,False,False,False,False,True,False,False,7495.0,1124.25,6370.75,2025,7,July,Wednesday,
ORD1955,2025-07-14,Mihir Sethi,mihirsethi@gmail.com,9302425291,Gujarat,Surat,Card Holder,Accessories,5.0,399.0,0.0,UPI,Pending,2025-07-21,False,False,False,False,False,False,True,False,False,1995.0,0.0,1995.0,2025,7,July,Monday,
ORD1956,2025-02-14,Aniket Bose,aniketbose@gmail.com,9589221096,Karnataka,Mysuru,Textbook,Books,1.0,699.0,5.0,Card,Delivered,2025-02-26,False,False,False,True,False,False,True,False,False,699.0,34.95,664.05,2025,2,February,Friday,12.0
ORD1957,2025-07-25,Srinivas Pawar,srinivaspawar@gmail.com,9372438399,Uttar Pradesh,Agra,Laptop,Electronics,2.0,54999.0,20.0,UPI,Returned,2025-08-23,False,False,True,False,False,False,True,False,False,109998.0,21999.6,87998.4,2025,7,July,Friday,29.0
ORD1958,2025-12-10,Rahul Deshmukh,rahuldeshmukh@gmail.com,9572829223,Maharashtra,Mumbai,Remote Car,Toys,2.0,1499.0,0.0,COD,Pending,2026-01-04,False,False,False,False,True,False,True,False,False,2998.0,0.0,2998.0,2025,12,December,Wednesday,
ORD1959,2025-01-25,Namrata Reddy,namratareddy@gmail.com,,Uttar Pradesh,Kanpur,Lamp,Home,3.0,799.0,10.0,Net Banking,Pending,2025-02-12,False,True,False,False,False,True,False,False,False,2397.0,239.7,2157.3,2025,1,January,Saturday,
ORD1960,2025-10-23,Pankaj Shah,pankajshah@gmail.com,9325525120,West Bengal,Durgapur,Dress,Fashion,3.0,1799.0,10.0,COD,Returned,2025-10-28,False,True,True,False,False,False,True,False,True,5397.0,539.7,4857.3,2025,10,October,Thursday,5.0
ORD1961,2025-03-17,Siddharth Nath,siddharthnath@gmail.com,9598736964,Tamil Nadu,Coimbatore,Action Figure,Toys,3.0,899.0,0.0,Wallet,Delivered,2025-04-08,False,True,False,False,False,False,True,False,False,2697.0,0.0,2697.0,2025,3,March,Monday,22.0
ORD1962,2025-12-24,Simran Kumar,simrankumar@gmail.com,9475388199,Gujarat,Surat,Dumbbell,Sports,3.0,1299.0,20.0,Card,Cancelled,2025-12-30,False,False,False,False,False,False,True,False,False,3897.0,779.4,3117.6,2025,12,December,Wednesday,
ORD1963,2025-12-29,Sakshi Patil,sakshipatil@gmail.com,9113717339,West Bengal,Durgapur,Cookbook,Books,3.0,599.0,20.0,Card,Cancelled,2026-01-14,False,True,False,False,False,False,True,False,False,1797.0,359.4,1437.6,2025,12,December,Monday,
ORD1964,2025-08-23,Ansh Joseph,anshjoseph@gmail.com,9548234422,Karnataka,Bengaluru,Backpack,Accessories,5.0,1499.0,10.0,Card,Returned,2025-09-10,False,False,True,False,False,False,True,False,False,7495.0,749.5,6745.5,2025,8,August,Saturday,18.0
ORD1965,2025-05-26,Avani Chopra,avanichopra@gmail.com,9307396398,Uttar Pradesh,Lucknow,Biography,Books,2.0,499.0,0.0,UPI,Pending,2025-06-10,False,False,False,False,True,False,True,False,False,998.0,0.0,998.0,2025,5,May,Monday,
ORD1966,2025-08-28,Aman Madhavan,amanmadhavan@gmail.com,9450150893,Tamil Nadu,Coimbatore,Wallet,Accessories,3.0,699.0,10.0,COD,Pending,2025-09-05,False,True,False,False,False,False,True,False,False,2097.0,209.7,1887.3,2025,8,August,Thursday,
ORD1967,2025-05-04,Ananya Patil,ananyapatil@gmail.com,9317806651,West Bengal,Durgapur,Exam Guide,Books,2.0,599.0,20.0,Net Banking,Pending,2025-05-21,False,False,False,False,False,False,True,False,False,1198.0,239.6,958.4,2025,5,May,Sunday,
ORD1968,2025-08-13,Aditya Kulkarni,adityakulkarni@gmail.com,,Uttar Pradesh,Lucknow,Bed Sheet,Home,3.0,999.0,0.0,Net Banking,Cancelled,2025-09-03,False,False,False,False,True,True,False,False,False,2997.0,0.0,2997.0,2025,8,August,Wednesday,
ORD1969,2025-02-11,Ansh Dubey,anshdubey@gmail.com,9707392182,Karnataka,Mysuru,Cabinet,Furniture,1.0,7999.0,10.0,COD,Cancelled,2025-02-25,False,False,False,False,False,False,True,False,False,7999.0,799.9,7199.1,2025,2,February,Tuesday,
ORD1970,2025-03-18,Mihir Bajaj,mihirbajaj@gmail.com,9326182694,Haryana,Gurugram,Musical Toy,Toys,1.0,599.0,10.0,Wallet,Pending,2025-04-12,False,False,False,False,False,False,True,False,False,599.0,59.9,539.1,2025,3,March,Tuesday,
ORD1971,2025-12-27,Priya Kapoor,priyakapoor@gmail.com,9930633903,Rajasthan,Jodhpur,Lamp,Home,3.0,799.0,15.0,Net Banking,Delivered,2026-01-09,False,False,False,False,False,False,True,False,False,2397.0,359.55,2037.45,2025,12,December,Saturday,13.0
ORD1972,2025-01-08,Trisha Banerjee,trishabanerjee@gmail.com,9690318116,Rajasthan,Jodhpur,Belt,Fashion,4.0,499.0,15.0,Card,Returned,2025-01-25,False,False,True,False,False,False,True,False,False,1996.0,299.4,1696.6,2025,1,January,Wednesday,17.0
ORD1973,2025-05-22,Ved Kulkarni,vedkulkarni@gmail.com,9269066843,Kerala,Kochi,Dress,Fashion,4.0,1799.0,10.0,UPI,Delivered,2025-06-04,False,False,False,False,False,False,True,False,False,7196.0,719.6,6476.4,2025,5,May,Thursday,13.0
ORD1974,2025-06-01,Nitin Goyal,nitingoyal@gmail.com,9248650584,Telangana,Hyderabad,Bed,Furniture,1.0,19999.0,15.0,UPI,Returned,2025-06-07,False,False,True,False,False,False,True,False,False,19999.0,2999.85,16999.15,2025,6,June,Sunday,6.0
ORD1975,2025-10-09,Rohan Iyer,rohaniyer@gmail.com,9691889376,Karnataka,Mysuru,Speaker,Electronics,2.0,2999.0,0.0,Net Banking,Delivered,2025-10-25,False,False,False,False,False,False,True,False,False,5998.0,0.0,5998.0,2025,10,October,Thursday,16.0
ORD1976,2025-11-23,Tanya Bhardwaj,tanyabhardwaj@gmail.com,9270493099,Maharashtra,Nagpur,Stool,Furniture,4.0,2499.0,0.0,Wallet,Pending,2025-12-22,False,False,False,False,False,False,True,False,False,9996.0,0.0,9996.0,2025,11,November,Sunday,
ORD1977,2025-05-26,Naksh Mehta,nakshmehta@gmail.com,9814743918,Tamil Nadu,Chennai,Tea,Grocery,4.0,299.0,5.0,Wallet,Delivered,2025-06-23,False,False,False,False,False,False,True,False,False,1196.0,59.8,1136.2,2025,5,May,Monday,28.0
ORD1978,2025-12-19,Chetan Kohli,chetankohli@gmail.com,9109760099,West Bengal,Kolkata,Kurta,Fashion,3.0,899.0,10.0,UPI,Pending,2025-12-24,False,False,False,False,False,False,True,False,False,2697.0,269.7,2427.3,2025,12,December,Friday,
ORD1979,2025-10-26,Ananya Naidu,ananyanaidu@gmail.com,9346332029,West Bengal,Kolkata,Salt,Grocery,2.0,99.0,0.0,Net Banking,Delivered,2025-11-14,False,False,False,False,False,False,True,False,False,198.0,0.0,198.0,2025,10,October,Sunday,19.0
ORD1980,2025-07-09,Karan Deshmukh,karandeshmukh@gmail.com,9342297861,Rajasthan,Jaipur,Teddy Bear,Toys,5.0,699.0,15.0,Net Banking,Returned,2025-07-22,False,False,True,False,False,False,True,False,False,3495.0,524.25,2970.75,2025,7,July,Wednesday,13.0
ORD1981,2025-10-20,Srinivas Jain,srinivasjain@gmail.com,9589813536,Maharashtra,Nagpur,Camera,Electronics,4.0,29999.0,20.0,UPI,Returned,2025-11-06,False,False,True,False,False,False,True,False,False,119996.0,23999.2,95996.8,2025,10,October,Monday,17.0
ORD1982,2025-06-04,Zoya Mishra,zoyamishra@gmail.com,9923186477,Punjab,Ludhiana,Wall Clock,Home,4.0,699.0,0.0,COD,Returned,2025-06-10,False,False,True,False,False,False,True,False,False,2796.0,0.0,2796.0,2025,6,June,Wednesday,6.0
ORD1983,2025-10-12,Sanika Saxena,sanikasaxena@gmail.com,9728665654,Madhya Pradesh,Bhopal,Rubik Cube,Toys,4.0,299.0,5.0,Wallet,Cancelled,2025-10-21,False,False,False,False,False,False,True,False,False,1196.0,59.8,1136.2,2025,10,October,Sunday,
ORD1984,2025-08-20,Rakesh Arora,rakesharora@gmail.com,9844819090,West Bengal,Kolkata,Earbuds,Electronics,1.0,2499.0,0.0,Wallet,Delivered,2025-09-05,False,False,False,True,True,False,True,False,False,2499.0,0.0,2499.0,2025,8,August,Wednesday,16.0
ORD1985,2025-02-12,Zoya Kapoor,zoyakapoor@gmail.com,9519886268,Bihar,Patna,Handbag,Fashion,3.0,1599.0,15.0,Net Banking,Pending,2025-03-02,False,False,False,False,False,False,True,False,False,4797.0,719.55,4077.45,2025,2,February,Wednesday,
ORD1986,2025-03-04,Vikram Sethi,vikramsethi@gmail.com,9133547455,Haryana,Gurugram,Moisturizer,Beauty,4.0,499.0,15.0,Card,Delivered,2025-03-05,False,False,False,False,False,False,True,False,False,1996.0,299.4,1696.6,2025,3,March,Tuesday,1.0
ORD1987,2025-09-30,Kunal Deshmukh,kunaldeshmukh@gmail.com,9252018828,Kerala,Thiruvananthapuram,Jacket,Fashion,3.0,1999.0,10.0,Card,Cancelled,2025-10-19,False,True,False,False,False,False,True,False,False,5997.0,599.7,5397.3,2025,9,September,Tuesday,
ORD1988,2025-12-04,Isha Bhalla,ishabhalla@gmail.com,9172501944,Andhra Pradesh,Visakhapatnam,Musical Toy,Toys,5.0,599.0,0.0,Card,Returned,2026-01-01,False,False,True,False,True,False,True,False,False,2995.0,0.0,2995.0,2025,12,December,Thursday,28.0
ORD1989,2025-02-22,Rajeev Thomas,rajeevthomas@gmail.com,9650050794,Tamil Nadu,Coimbatore,Saree,Fashion,3.0,2499.0,5.0,Card,Delivered,2025-03-13,False,False,False,False,False,False,True,False,False,7497.0,374.85,7122.15,2025,2,February,Saturday,19.0
ORD1990,2025-01-03,Sonal Thakur,sonalthakur@gmail.com,9472498535,West Bengal,Durgapur,Gloves,Accessories,3.0,449.0,0.0,Card,Returned,2025-01-10,False,True,True,False,False,False,True,False,False,1347.0,0.0,1347.0,2025,1,January,Friday,7.0
ORD1991,2025-06-26,Ankit Raman,ankitraman@gmail.com,9407483329,Karnataka,Bengaluru,Cricket Bat,Sports,1.0,2499.0,0.0,Net Banking,Cancelled,2025-07-21,False,False,False,False,True,False,True,False,False,2499.0,0.0,2499.0,2025,6,June,Thursday,
ORD1992,2025-08-14,Lakshmi Pillai,lakshmipillai@gmail.com,9901598591,Tamil Nadu,Coimbatore,Pillow,Home,1.0,499.0,5.0,Net Banking,Returned,2025-08-28,False,False,True,False,False,False,True,False,False,499.0,24.95,474.05,2025,8,August,Thursday,14.0
ORD1993,2025-08-07,Ankit Gaikwad,ankitgaikwad@gmail.com,9117484809,Maharashtra,Pune,Exam Guide,Books,2.0,599.0,20.0,Wallet,Cancelled,2025-08-13,False,False,False,False,False,False,True,False,False,1198.0,239.6,958.4,2025,8,August,Thursday,
ORD1994,2025-07-03,Naina Gaikwad,nainagaikwad@gmail.com,,Maharashtra,Nagpur,Football,Sports,3.0,999.0,20.0,Net Banking,Cancelled,2025-07-27,False,False,False,False,False,True,False,False,False,2997.0,599.4,2397.6,2025,7,July,Thursday,
ORD1995,2025-01-28,Zoya Raman,zoyaraman@gmail.com,9533902819,Maharashtra,Pune,Tv Stand,Furniture,2.0,6999.0,20.0,UPI,Returned,2025-02-23,False,False,True,False,False,False,True,False,False,13998.0,2799.6,11198.4,2025,1,January,Tuesday,26.0
ORD1996,2025-10-14,Rakesh More,rakeshmore@gmail.com,9374717991,Gujarat,Ahmedabad,Rice,Grocery,5.0,799.0,15.0,Net Banking,Pending,2025-10-23,False,False,False,False,False,False,True,False,False,3995.0,599.25,3395.75,2025,10,October,Tuesday,
ORD1997,2025-05-28,Siddharth Bhattacharya,siddharthbhattacharya@gmail.com,9234457451,Punjab,Amritsar,Novel,Books,3.0,399.0,15.0,Wallet,Delivered,2025-06-23,False,True,False,False,False,False,True,False,False,1197.0,179.55,1017.45,2025,5,May,Wednesday,26.0
ORD1998,2025-12-31,Ashish Goyal,ashishgoyal@gmail.com,9753137391,Delhi,New Delhi,Building Blocks,Toys,3.0,999.0,10.0,Wallet,Cancelled,2026-01-14,False,True,False,False,False,False,True,False,False,2997.0,299.7,2697.3,2025,12,December,Wednesday,
ORD1999,2025-09-02,Nandini Naidu,nandininaidu@gmail.com,9315420675,Kerala,Kochi,Bed Sheet,Home,2.0,999.0,10.0,COD,Returned,2025-09-28,False,False,True,False,False,False,True,False,False,1998.0,199.8,1798.2,2025,9,September,Tuesday,26.0
ORD2000,2025-10-01,Neha Ahuja,nehaahuja@gmail.com,9964043947,Karnataka,Mysuru,Comics,Books,5.0,299.0,0.0,COD,Delivered,2025-10-26,False,False,False,False,True,False,True,False,False,1495.0,0.0,1495.0,2025,10,October,Wednesday,25.0
ORD2001,2025-11-29,Uday Shah,udayshah@gmail.com,9162918470,Haryana,Gurugram,Cricket Bat,Sports,1.0,2499.0,10.0,Net Banking,Cancelled,2025-12-20,False,False,False,False,False,False,True,False,False,2499.0,249.9,2249.1,2025,11,November,Saturday,
ORD2002,2025-12-09,Isha Ahuja,ishaahuja@gmail.com,9498970979,Telangana,Hyderabad,Gloves,Accessories,3.0,449.0,10.0,Card,Cancelled,2025-12-26,False,False,False,False,False,False,True,False,False,1347.0,134.7,1212.3,2025,12,December,Tuesday,
ORD2003,2025-10-05,Ishaan Nair,ishaannair@gmail.com,9486042074,Tamil Nadu,Chennai,Saree,Fashion,4.0,2499.0,10.0,Card,Returned,2025-10-30,False,False,True,False,False,False,True,False,False,9996.0,999.6,8996.4,2025,10,October,Sunday,25.0
ORD2004,2025-06-16,Nisha More,nishamore@gmail.com,9489286533,Karnataka,Mysuru,Puzzle,Toys,1.0,399.0,15.0,Net Banking,Returned,2025-07-04,False,False,True,False,False,False,True,False,False,399.0,59.85,339.15,2025,6,June,Monday,18.0
ORD2005,2025-03-25,Priya Iyengar,priyaiyengar@gmail.com,9923455654,Uttar Pradesh,Lucknow,Journal,Books,2.0,299.0,0.0,Card,Returned,2025-04-11,False,False,True,False,False,False,True,False,False,598.0,0.0,598.0,2025,3,March,Tuesday,17.0
ORD2006,2025-12-22,Naksh Dubey,nakshdubey@gmail.com,9511790659,Telangana,Hyderabad,Tablet,Electronics,1.0,18999.0,15.0,Wallet,Pending,2026-01-03,False,False,False,True,False,False,True,False,False,18999.0,2849.85,16149.15,2025,12,December,Monday,
ORD2007,2025-01-08,Pooja Shah,poojashah@gmail.com,9113039607,Kerala,Kochi,Tv Stand,Furniture,5.0,6999.0,0.0,UPI,Delivered,2025-02-01,False,False,False,False,False,False,True,False,False,34995.0,0.0,34995.0,2025,1,January,Wednesday,24.0
ORD2008,2025-05-24,Diya Mukherjee,diyamukherjee@gmail.com,9964993328,Andhra Pradesh,Vijayawada,Earbuds,Electronics,3.0,2499.0,5.0,Net Banking,Cancelled,2025-06-16,False,True,False,False,False,False,True,False,False,7497.0,374.85,7122.15,2025,5,May,Saturday,
ORD2009,2025-10-30,Raj Ghosh,rajghosh@gmail.com,9108671139,Madhya Pradesh,Indore,Belt,Fashion,3.0,499.0,0.0,Card,Delivered,2025-11-19,False,False,False,False,False,False,True,False,False,1497.0,0.0,1497.0,2025,10,October,Thursday,20.0
ORD2010,2025-07-28,Varun Rao,varunrao@gmail.com,9501675544,Madhya Pradesh,Indore,Bed,Furniture,3.0,19999.0,20.0,Wallet,Delivered,2025-08-05,False,True,False,False,False,False,True,False,False,59997.0,11999.4,47997.6,2025,7,July,Monday,8.0
ORD2011,2025-08-09,Pallavi Namboodiri,pallavinamboodiri@gmail.com,9489302609,West Bengal,Durgapur,Magazine,Books,5.0,149.0,0.0,Card,Cancelled,2025-08-16,False,False,False,False,False,False,True,False,False,745.0,0.0,745.0,2025,8,August,Saturday,
ORD2012,2025-10-11,Tanmay Kadam,tanmaykadam@gmail.com,9298389103,Andhra Pradesh,Vijayawada,Wheat Flour,Grocery,5.0,499.0,15.0,UPI,Returned,2025-10-26,False,False,True,False,False,False,True,False,False,2495.0,374.25,2120.75,2025,10,October,Saturday,15.0
ORD2013,2025-12-19,Sneha Chatterjee,snehachatterjee@gmail.com,9348758927,Kerala,Thiruvananthapuram,Sunscreen,Beauty,3.0,699.0,15.0,Net Banking,Cancelled,2026-01-04,False,False,False,False,False,False,True,False,False,2097.0,314.55,1782.45,2025,12,December,Friday,
ORD2014,2025-05-03,Mihir Chopra,mihirchopra@gmail.com,9967428250,Tamil Nadu,Coimbatore,Stool,Furniture,5.0,2499.0,15.0,COD,Pending,2025-06-01,False,False,False,False,False,False,True,False,False,12495.0,1874.25,10620.75,2025,5,May,Saturday,
ORD2015,2025-03-26,Zoya Wadhwa,zoyawadhwa@gmail.com,9270191326,Karnataka,Bengaluru,Tea,Grocery,5.0,299.0,20.0,Wallet,Returned,2025-04-02,False,False,True,False,False,False,True,False,False,1495.0,299.0,1196.0,2025,3,March,Wednesday,7.0
ORD2016,2025-11-08,Sameer Sen,sameersen@gmail.com,9442579948,Haryana,Gurugram,Backpack,Accessories,3.0,1499.0,10.0,UPI,Pending,2025-11-30,False,False,False,False,False,False,True,True,False,4497.0,449.7,4047.3,2025,11,November,Saturday,
ORD2017,2025-07-06,Ansh Shekhawat,anshshekhawat@gmail.com,9838070785,West Bengal,Durgapur,Cricket Bat,Sports,1.0,2499.0,5.0,COD,Pending,2025-07-24,False,False,False,False,False,False,True,False,False,2499.0,124.95,2374.05,2025,7,July,Sunday,
ORD2018,2025-09-06,Aman Reddy,amanreddy@gmail.com,9303214964,Uttar Pradesh,Lucknow,Coffee Table,Furniture,3.0,5999.0,0.0,Net Banking,Returned,2025-09-21,False,True,True,False,True,False,True,False,False,17997.0,0.0,17997.0,2025,9,September,Saturday,15.0
ORD2019,2025-10-18,Nisha Gaikwad,nishagaikwad@gmail.com,9644701873,Uttar Pradesh,Kanpur,Board Game,Toys,5.0,799.0,10.0,Wallet,Returned,2025-11-05,False,False,True,False,False,False,True,False,False,3995.0,399.5,3595.5,2025,10,October,Saturday,18.0
ORD2020,2025-05-06,Rajeev Goyal,rajeevgoyal@gmail.com,9518788639,Andhra Pradesh,Visakhapatnam,Coffee Table,Furniture,4.0,5999.0,0.0,Net Banking,Delivered,2025-05-31,False,False,False,False,False,False,True,False,False,23996.0,0.0,23996.0,2025,5,May,Tuesday,25.0
ORD2021,2025-06-07,Kavya Banerjee,kavyabanerjee@gmail.com,9539807312,West Bengal,Kolkata,Cap,Accessories,1.0,399.0,15.0,Net Banking,Cancelled,2025-06-09,False,False,False,False,False,False,True,False,False,399.0,59.85,339.15,2025,6,June,Saturday,
ORD2022,2025-09-25,Rajat Kohli,rajatkohli@gmail.com,9447943842,Bihar,Patna,Blanket,Home,5.0,1499.0,0.0,Net Banking,Cancelled,2025-10-11,False,False,False,False,False,False,True,False,False,7495.0,0.0,7495.0,2025,9,September,Thursday,
ORD2023,2025-08-20,Uday Kadam,udaykadam@gmail.com,9750754910,Karnataka,Mysuru,Blanket,Home,1.0,1499.0,5.0,Net Banking,Pending,2025-08-30,False,False,False,False,False,False,True,False,False,1499.0,74.95,1424.05,2025,8,August,Wednesday,
ORD2024,2025-10-31,Ishaan Chatterjee,ishaanchatterjee@gmail.com,9501236263,Uttar Pradesh,Agra,Perfume,Beauty,2.0,1499.0,15.0,Card,Returned,2025-11-10,False,False,True,False,False,False,True,False,False,2998.0,449.7,2548.3,2025,10,October,Friday,10.0
ORD2025,2025-10-27,Vikas George,vikasgeorge@gmail.com,9783794063,Kerala,Thiruvananthapuram,Rubik Cube,Toys,1.0,299.0,10.0,UPI,Pending,2025-11-12,False,False,False,False,False,False,True,False,False,299.0,29.9,269.1,2025,10,October,Monday,
ORD2026,2025-06-06,Siddharth Bhattacharya,siddharthbhattacharya@gmail.com,9884762497,Rajasthan,Jaipur,Blanket,Home,3.0,1499.0,10.0,COD,Delivered,2025-06-10,False,True,False,False,False,False,True,False,False,4497.0,449.7,4047.3,2025,6,June,Friday,4.0
ORD2027,2025-02-12,Yash Bhatia,yashbhatia@gmail.com,9777172651,Uttar Pradesh,Kanpur,Cooking Oil,Grocery,3.0,699.0,20.0,Card,Delivered,2025-02-16,False,False,False,False,False,False,True,False,False,2097.0,419.4,1677.6,2025,2,February,Wednesday,4.0
ORD2028,2025-05-09,Sameer Sodhi,sameersodhi@gmail.com,9783129719,Tamil Nadu,Coimbatore,Coffee,Grocery,3.0,499.0,10.0,Card,Cancelled,2025-05-12,False,True,False,False,False,False,True,False,False,1497.0,149.7,1347.3,2025,5,May,Friday,
ORD2029,2025-07-22,Kabir Grover,kabirgrover@gmail.com,9172802776,Maharashtra,Nagpur,Watch,Accessories,1.0,2499.0,5.0,COD,Returned,2025-08-11,False,False,True,True,False,False,True,False,False,2499.0,124.95,2374.05,2025,7,July,Tuesday,20.0
ORD2030,2025-01-01,Neel Kapoor,neelkapoor@gmail.com,9862104523,Kerala,Kochi,Basketball,Sports,2.0,1299.0,5.0,COD,Cancelled,2025-01-03,False,False,False,False,False,False,True,False,False,2598.0,129.9,2468.1,2025,1,January,Wednesday,
ORD2031,2025-09-22,Arjun Chauhan,arjunchauhan@gmail.com,9520384510,Tamil Nadu,Chennai,Sports Shoes,Sports,1.0,2499.0,20.0,Wallet,Delivered,2025-10-03,False,False,False,True,False,False,True,False,False,2499.0,499.8,1999.2,2025,9,September,Monday,11.0
ORD2032,2025-08-31,Ankit Ahuja,ankitahuja@gmail.com,9801602016,Andhra Pradesh,Vijayawada,Conditioner,Beauty,3.0,449.0,15.0,Card,Returned,2025-09-10,False,False,True,False,False,False,True,False,False,1347.0,202.05,1144.95,2025,8,August,Sunday,10.0
ORD2033,2025-11-07,Vikas Chatterjee,vikaschatterjee@gmail.com,9385939003,Telangana,Warangal,Laptop,Electronics,5.0,54999.0,5.0,Wallet,Cancelled,2025-11-13,False,False,False,False,False,False,True,False,False,274995.0,13749.75,261245.25,2025,11,November,Friday,
ORD2034,2025-03-03,Neel Patil,neelpatil@gmail.com,9913929721,Telangana,Hyderabad,Wallet,Accessories,5.0,699.0,10.0,Card,Delivered,2025-03-20,False,False,False,False,False,False,True,False,False,3495.0,349.5,3145.5,2025,3,March,Monday,17.0
ORD2035,2025-12-28,Mihir Sharma,mihirsharma@gmail.com,9436401380,Uttar Pradesh,Kanpur,Cooking Oil,Grocery,2.0,699.0,5.0,Wallet,Pending,,False,False,False,False,False,False,True,False,True,1398.0,69.9,1328.1,2025,12,December,Sunday,
ORD2036,2025-10-23,Kabir Mittal,kabirmittal@gmail.com,9487414121,Tamil Nadu,Chennai,Recliner,Furniture,3.0,17999.0,0.0,Net Banking,Delivered,2025-11-06,False,True,False,False,False,False,True,False,False,53997.0,0.0,53997.0,2025,10,October,Thursday,14.0
